============================   ZrO2_11_1-compressed.pb   ============================
CUBIC
  212.84    79.04   150.03     0.00   -30.25     0.00
   79.04   284.38    92.15     0.00    28.51     0.00
  150.03    92.15   260.58     0.00    -0.29     0.00
    0.00     0.00     0.00   127.62     0.00    13.18
  -30.25    28.51    -0.29     0.00    92.21     0.00
    0.00     0.00     0.00    13.18     0.00    83.94
=====================================================================================

